Knock-out Genes,Method Names,MACCS Scores,The Most Similar Inhibitors,Result Mols
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.67,C1(=C(C2=CC=CC=C2N1)CCC(=O)NC)SSC3=C(C=4C=CC=CC4N3)CCC(=O)NC,CNC(=O)CCc1cc2ccccc2[nH]1
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.67,C1(=C(C2=CC=CC=C2N1)CCC(=O)NC)SSC3=C(C=4C=CC=CC4N3)CCC(=O)NC,CNC(=O)CCc1cc2ccccc2[nH]1
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.67,C1(=C(C2=CC=CC=C2N1)CCC(=O)NC)SSC3=C(C=4C=CC=CC4N3)CCC(=O)NC,CNC(=O)CCc1cc2ccccc2[nH]1
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.71,C=1(C=2C=C(NC(C=C)=O)N=CC2N=CN1)NC3=CC(C)=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.71,C=1(C=2C=C(NC(C=C)=O)N=CC2N=CN1)NC3=CC(C)=CC=C3,Cc1ccc(cc1)C(=O)/N=c2/cccc[nH]2
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Euclidean Search,0.73,C1=C(N(C=2N(C1=O)N=CN2)CC(NNC(=S)NC=3C=CC=CC3)=O)C4=CC=CC=C4,Nn1c(=O)c(Cc2ccco2)n[nH]c1=S
EGFR,Pre-trained hierVAE Generate,0.46,C1(=C(OC)C=C2N=CN=C(C2=C1)NC=3C(=C(C=CC3)Cl)F)CN(C4C(NCC4)=O)C,CN(C)CCCNC(=O)C1C(CO)C2Cn3c(ccc(-c4cccc(F)c4)c3=O)C2N1CC1CCCCC1
EGFR,Pre-trained hierVAE Generate,0.2,FC1=C(NC(=O)/C=C/C2=CC=CC=C2)C=CC=C1,CCc1ccccc1C(=O)Nc1cccc(C(=O)Nc2cccc(C(F)(F)F)c2)c1
EGFR,Pre-trained hierVAE Generate,0.65,C(CS(=O)(=O)CC)(=O)NCCN1C=CC2=NC=NC(=C21)NC=3C=CC(=C(C3)Cl)OC=4C=C(C=CC4)C(F)(F)F,CCS(=O)(=O)Nc1ccc2c(c1)C1CC(CC(=O)NCc3ccccc3F)OC(CO)C1O2
EGFR,Pre-trained hierVAE Generate,0.55,C=1C=C(F)C(=C(F)C1)NC(=O)C=2C=C(C=CC2)C3=C(C=4N=C(N=CC4)NC5=CC(=C(C=C5OC)N6CCC(CC6)N7CCN(CC7)S(C)(=O)=O)CC)N8C(=N3)C=CC=C8,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2O1
EGFR,Pre-trained hierVAE Generate,0.38,N1(CCC(CC1)CCO)C(=O)NC2=CC3=C(N=CN=C3C=C2O[C@@H]4COCC4)NC=5C=C(C(=CC5)F)Cl,COc1ccccc1CNC(=O)CC1CCC2C(COCC(O)CN2C(=O)Nc2ccccc2F)O1
EGFR,Pre-trained hierVAE Generate,0.42,C1(=C(C=C(C=C1)NC(C2=CC=C(C(=C2)NC(C3=CN=C(N=C3)NC4CCCCC4)=O)C)=O)C(F)(F)F)CN5CCN(CC5)C,CC(C)(C)CNC(=O)CCc1ccc(C(=O)Nc2ccccc2C(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCCCC(=O)NCc2ccc(C(F)(F)F)cc2)cc1
EGFR,Pre-trained hierVAE Generate,0.72,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,CCCCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1cccc(F)c1)C(C)CO2
EGFR,Pre-trained hierVAE Generate,0.38,O1CCN(CCCNC2=NC=C3C(N=CN=C3NC=4C=C(C=CC4)C)=C2)CC1,CN(C)c1ncnc2ccc(C(=O)NCCCN3CCOCC3)cc12
EGFR,Pre-trained hierVAE Generate,0.58,N(C(=O)NCCCN(C)C)C1=CC2=C(N=CN=C2C=C1O[C@@H]3COCC3)NC=4C=C(C(=CC4)F)Cl,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(Cc1ccc(F)cc1)C(C)CO2
EGFR,Pre-trained hierVAE Generate,0.47,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC7=CC=CC=C7)C)C=CC=C6)=C8C(=C4C9=C3C=CC=C9)CNC8=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
EGFR,Pre-trained hierVAE Generate,0.61,C=1(C=C(C=CC1)C2=CSC=C2)S(=O)(=O)NC3=CC(=C(C=C3)OC=4C=CN=C5C=C(C(=CC45)OC)OCCCN6CCN(CC6)C)F,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1
EGFR,Pre-trained hierVAE Generate,0.33,C=1(C(=O)OCCC23C[C@@H]4C[C@H](C2)C[C@H](C3)C4)C(=CC=C(NCC5=C(C=CC(=C5)O)O)C1)O,CC(=O)Oc1ccc2c(c1)C1(O)C(CO)OCC1(C(=O)NCc1ccc(C)cc1)O2
EGFR,Pre-trained hierVAE Generate,0.72,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)CCCC)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F
EGFR,Pre-trained hierVAE Generate,0.57,N1(CCC(CC1)CCO)C(=O)NC2=CC3=C(N=CN=C3C=C2O[C@@H]4COCC4)NC=5C=C(C(=CC5)F)Cl,COc1ccc(CNC(=O)CC2CCC3C(COCC(O)CN3C(=O)Nc3ccc(C(F)(F)F)cc3)O2)cc1
EGFR,Pre-trained hierVAE Generate,0.57,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OC4=CN=C(C=C4)C)=C(C)C3)O[C@@H](C(N(CCO)C)=O)C,CCCC(=O)Nc1ccc2c(c1)OCC(C)N(C(=O)c1cccnc1)CC(C)C(OC)CN(C)C2=O
EGFR,Pre-trained hierVAE Generate,0.62,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CCC#N)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CCCCC1
EGFR,Pre-trained hierVAE Generate,0.37,ClC=1C=C(NC=2C=3C(N=CC2C#N)=CC(OCC)=C(NC(=O)CCN(C)C)C3)C=CC1OCC4=NC=CC=C4,CCCCCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccc(Cl)cc1)C(C)CO2
EGFR,Pre-trained hierVAE Generate,0.28,C1=2C(=NC=NC1=CC(=C(C2)OC)OC)NCC=3C=CC=CC3,COc1ccc(CNc2ncnc3ccc(C#N)cc23)cc1OC
EGFR,Pre-trained hierVAE Generate,0.34,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC7=CC=CC=C7)C)C=CC=C6)=C8C(=C4C9=C3C=CC=C9)CNC8=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1
EGFR,Pre-trained hierVAE Generate,0.43,O(CC(CC(C)(C)C)C)C(=O)C=1C=C(N=CC=2C=C(O)C=CC2O)C=CC1O,CC1OC(C)C(OCC(C)(C)c2cncc(C(=O)c3cccc(O)c3)c2)C(O)C1O
EGFR,Pre-trained hierVAE Generate,0.69,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)CCCC)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CCCN(C)CC1OCc2ccccc2-c2c(n(C)c3ccccc23)C(=O)N(C(C)CO)CC1C
EGFR,Pre-trained hierVAE Generate,0.41,C1(=C(C=C(C=C1)NC(C2=CC=C(C(=C2)NC(C3=CC4=C(N=C3)NC=C4)=O)C(C)C)=O)C(F)(F)F)CN5CCN(CC5)C,CC(C)(C)c1ccc(C(=O)Nc2ncnc3ccc(C(=O)NCCCNCCCNC(=O)c4ccc(C(F)(F)F)cc4)cc23)cc1
EGFR,Pre-trained hierVAE Generate,0.54,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CCC#N)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CCCCC1
EGFR,Pre-trained hierVAE Generate,0.57,C1=C(C=2C(=NC=NC2C=C1)NC=3C=CC(OC4=CN=C(C=C4)C)=C(C)C3)O[C@@H](C(N(CCO)C)=O)C,CC1CCCCOC(CN(C)C)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
EGFR,Pre-trained hierVAE Generate,0.66,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(C(=O)CN)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,COc1ccccc1CNC(=O)CC1CC2c3cc(NC(=O)c4cccnc4)ccc3OC2C(CO)O1
EGFR,Pre-trained hierVAE Generate,0.3,O1C2=C3C=CC=CC3=C(OCCN4CCOCC4)C(=C2C=5C(C6=CC=CC=C6C(C51)=O)=O)C(=O)OC,COc1ccc(-c2ccc(C(=O)OCCN3CCOCC3)c(-c3cccc(C(=O)O)c3)c2)cc1
EGFR,Pre-trained hierVAE Generate,0.36,C=1(C(=O)NCCC2=CC=CC=C2)C(=CC=C(NCC=3C(=CC=C(C3)O)O)C1)O,Cc1ccc(C(=O)Nc2ccc(C(=O)NCCCCCCC(=O)NCCCNC(=O)CCc3ccc(O)cc3)cc2)cc1
EGFR,Pre-trained hierVAE Generate,0.03,O=C(N(CCOC)C)C=1N(N=NC1C=2C=C3C(NN=C3)=CC2)CC4=CC=CC=C4,COc1ccc(CN(C)CC2OCc3cn(nn3)CCCC(=O)N(C(C)CO)CC2C)cc1
EGFR,Pre-trained hierVAE Generate,0.3,S(=O)(=O)(N)C=1C(=CC=C(NC=2N=C(NC3=CC=C(OCC(=O)NC)C=C3)C(F)=CN2)C1)C,CN(C)C(=O)CC1CCC(NS(=O)(=O)c2ccccc2F)C(CO)O1
EGFR,Pre-trained hierVAE Generate,0.6,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(=O)OC)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)Cc1ccccn1
EGFR,Pre-trained hierVAE Generate,0.49,O1C(=C(C2=C(N[C@@H](C3=CC=CC=C3)CO)N=CN=C12)C4=CC(NC(=O)CCCCCN(C)C)=CC=C4)C5=CC=CC=C5,CC(C)(C)CCNC(=O)CC1CC2c3cc(NC(=O)Cc4ccncc4)ccc3OC2C(CO)O1
EGFR,Pre-trained hierVAE Generate,0.57,C1(C2=CC(=C(C(=C2)OC)OC)OC)=C(NC=C1C=3C4=C(N(COC(C)(C)C)C3)C=CC=C4)O,CC(C)(C)NCc1ccc(C2C(C#N)N(C(=O)c3ccc4c(c3)OCO4)C2CO)cc1
EGFR,Pre-trained hierVAE Generate,0.67,N1(CCC(CC1)CCO)C(=O)NC2=CC3=C(N=CN=C3C=C2O[C@@H]4COCC4)NC=5C=C(C(=CC5)F)Cl,COc1ccccc1CNC(=O)CC1CCC2C(COCC(O)CN2C(=O)Nc2ccccc2F)O1
EGFR,Pre-trained hierVAE Generate,0.51,C=1(C=C(C=CC1)C2=CSC=C2)S(=O)(=O)NC3=CC(=C(C=C3)OC=4C=CN=C5C=C(C(=CC45)OC)OCCCN6CCN(CC6)C)F,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C3=CCCCC3)cc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1
EGFR,Pre-trained hierVAE Generate,0.56,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,COc1cccc(CNC(=O)CC2CC3c4cc(NC(=O)CN5CCOCC5)ccc4OC3C(CO)O2)c1
EGFR,Pre-trained hierVAE Generate,0.4,C1=2C(=NC=NC1=CC(=C(C2)OCCCN3CCOCC3)OC)NC4=CC(NC(NC5=CC=CC(=C5)C)=O)=CC=C4,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)CC1CCOCC1)O2
EGFR,Pre-trained hierVAE Generate,0.63,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC7=CC=CC=C7)C)C=CC=C6)=C8C(=C4C9=C3C=CC=C9)CNC8=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1cccnc1
EGFR,Pre-trained hierVAE Generate,0.32,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1
EGFR,Pre-trained hierVAE Generate,0.47,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CC(O)=O)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(=O)O)cc1
EGFR,Pre-trained hierVAE Generate,0.67,O=C1NC=2C(NC=3C1=CC=C(C3)C=4C=C(OC)C(OCC(O)CO)=CC4)=CC=C(C2)CCOC5=CC=C(N6CCOCC6)C=C5,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(=O)Nc2ccccc2N)cc1
EGFR,Pre-trained hierVAE Generate,0.45,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,COCC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(C(=O)c1ccccc1F)C(C)CO2
EGFR,Pre-trained hierVAE Generate,0.63,BrC=1C(NC=2C(S(=O)(=O)NC)=CC=CC2)=NC(NC=3C(OC)=CC=C(N4CCN(CC4)C(=O)C)C3)=NC1,Cc1cccc(S(=O)(=O)N(CCCN(C)C)CC(O)C(Cc2ccccc2)NC(=O)CCc2ccc(Cl)c(Cl)c2)c1
EGFR,Pre-trained hierVAE Generate,0.41,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CCC#N)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)CC1CCCCC1
EGFR,Pre-trained hierVAE Generate,0.56,[C@]12(N3C4=C5C(C6=C(N5[C@@H](O1)C[C@@H]([C@@H]2OC)N(CCC#N)C)C=CC=C6)=C7C(=C4C8=C3C=CC=C8)CNC7=O)C,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCN1CCOCC1
EGFR,Pre-trained hierVAE Generate,0.39,C=1(C=C(C=CC1)C2=CSC=C2)S(=O)(=O)NC3=CC(=C(C=C3)OC=4C=CN=C5C=C(C(=CC45)OC)OCCCN6CCN(CC6)C)F,CC1CN(C(C)CO)S(=O)(=O)c2ccc(C#CC3CCCCC3)cc2OC1CN(C)CC1CC1
EGFR,Pre-trained hierVAE Generate,0.41,C1(=CC=2OC(=CC(C2C(O)=C1)=O)C=3C=CC=CC3)OCC(NCCCCCCCCC)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)CO
EGFR,Pre-trained hierVAE Generate,0.43,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,COC1CN(C)C(=O)c2ccc(NC(=O)C3CC3)cc2OCC(C)N(Cc2ccccc2F)CC1C
EGFR,Pre-trained hierVAE Generate,0.58,O1CCN(CCCNC2=NC=C3C(N=CN=C3NC=4C=C(C=CC4)C)=C2)CC1,CN(C)c1ncnc2ccc(C(=O)NCCCN3CCOCC3)cc12
EGFR,Pre-trained hierVAE Generate,0.04,N1=C2C(=C(C=C1)OC3=CC=C(C=C3F)NC(C=4C=C(C=CN4)C5=CC=C(C=C5)C)=O)C=C(C(=C2)OCCCN6CCN(CC6)C)OC,CCCN1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)c3ccccn3)ccc2OCC1C
EGFR,Pre-trained hierVAE Generate,0.06,C1(/C=C/C(=O)NCCN2CCOCC2)=C(N=CN=C1C)NC3=CC(=C(C=C3)OCC4=CC(=CC=C4)F)Cl,COc1ccc(-c2cccc(C(=O)Nc3cccc(C(F)(F)F)c3)c2)cc1C(C(=O)NCCN1CCOCC1)c1ccc(F)cc1
EGFR,Pre-trained hierVAE Generate,0.41,ClC=1C=C(NC=2C3=CC(NC(=O)CCN4CCOCC4)=C(OCC)C=C3N=CC2C#N)C=CC1F,CCNC(=O)CC1CCC2C(COc3ccc(NC(=O)c4ccccc4F)cc3C(=O)N2C)O1
